type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3122967,Gert-Jan  Bottu and Georgios  Karachalias and Tom  Schrijvers and Bruno C. d. S.  Oliveira and Philip  Wadler,,,,Quantified Class Constraints,148--161,,14,"Haskell, type classes, type inference",10.1145/3122955.3122967,,,,,,,2017,,Proceedings of the 10th ACM SIGPLAN International Symposium on Haskell,Haskell 2017,,978-1-4503-5182-9,"Oxford, UK",ACM,"New York, NY, USA"
article,2773284,Richard  Stocker and Neha  Rungta and Eric  Mercer and Franco  Raimondi and Jon  Holbrook and Colleen  Cardoza and Michael  Goodrich,,,,An Approach to Quantify Workload in a System of Agents,1041--1050,,10,"bdi system, reduced flight crew operations, workload computation",,,,,,,,2015,,Proceedings of the 2015 International Conference on Autonomous Agents and Multiagent Systems,AAMAS '15,,978-1-4503-3413-6,"Istanbul, Turkey",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,1358848,Aleksandra  Sarcevic and Michael E. Lesk and Ivan  Marsic and Randall S. Burd,,,,Quantifying Adaptation Parameters for Information Support of Trauma Teams,3303--3308,,6,"adaptive interfaces, cognitive work analysis, decision support, healthcare, teamwork",10.1145/1358628.1358848,,,,,,,2008,,CHI '08 Extended Abstracts on Human Factors in Computing Systems,CHI EA '08,,978-1-60558-012-8,"Florence, Italy",ACM,"New York, NY, USA"
article,2993571,Farrokh  Jazizadeh and S.  Pradeep,,,,Can Computers Visually Quantify Human Thermal Comfort?: Short Paper,95--98,,4,"Digital Videos, HVAC Control, Human Thermoregulation, Thermal Comfort, Video Magnification",10.1145/2993422.2993571,,,,,,,2016,,Proceedings of the 3rd ACM International Conference on Systems for Energy-Efficient Built Environments,BuildSys '16,,978-1-4503-4264-3,"Palo Alto, CA, USA",ACM,"New York, NY, USA"
article,1183282,Stefan  Ratschan,,,,Efficient Solving of Quantified Inequality Constraints over the Real Numbers,723--748,,26,"Constraint solving, decision procedures, numerical constraints",10.1145/1183278.1183282,ACM Trans. Comput. Logic,Oct-06,7,4,,October,2006,1529-3785,,,,,,ACM,"New York, NY, USA"
article,2660341,Wen  Zhang and You  Chen and Thaddeus  Cybulski and Daniel  Fabbri and Carl  Gunter and Patrick  Lawlor and David  Liebovitz and Bradley  Malin,,,,Decide Now or Decide Later?: Quantifying the Tradeoff Between Prospective and Retrospective Access Decisions,1182--1192,,11,"access control, audit, context, data mining, decision support",10.1145/2660267.2660341,,,,,,,2014,,Proceedings of the 2014 ACM SIGSAC Conference on Computer and Communications Security,CCS '14,,978-1-4503-2957-6,"Scottsdale, Arizona, USA",ACM,"New York, NY, USA"
article,3110071,Naimisha  Kolli and N.  Balakrishnan and K. R. Ramakrishnan,,,,On Quantifying Predictability in Online Social Media Cascades Using Entropy,109--114,,6,"Cascade Volume Predictions, cascade entropy measures, maximal predictability, social media cascades",10.1145/3110025.3110071,,,,,,,2017,,Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining 2017,ASONAM '17,,978-1-4503-4993-2,"Sydney, Australia",ACM,"New York, NY, USA"
article,3320984,Shahin  Jahanbanifar and Reza  Akhavian,,,,Evaluation of Wearable Sensors to Quantify Construction Workers Muscle Force: An Ergonomic Analysis,3921--3929,,9,,,,,,,,,2018,,Proceedings of the 2018 Winter Simulation Conference,WSC '18,,978-1-5386-6570,"Gothenburg, Sweden",IEEE Press,"Piscataway, NJ, USA"
article,2946671,Lucas  Mentch and Giles  Hooker,,,,Quantifying Uncertainty in Random Forests via Confidence Intervals and Hypothesis Tests,841--881,,41,"bagging, random forests, subbagging, trees, u-statistics",,J. Mach. Learn. Res.,Jan-16,17,1,,January,2016,1532-4435,,,,,,JMLR.org,
article,990431,Irena  Bellert,,,,On the Use of Linguistic Quantifying Operators in the Logico-semantic Structure Representation of Utterances,1--27,,27,,10.3115/990403.990431,,,,,,,1969,,Proceedings of the 1969 Conference on Computational Linguistics,COLING '69,,,"S&#229;ng-S&#228;by, Sweden",Association for Computational Linguistics,"Stroudsburg, PA, USA"
article,3125737,Peter  Kietzmann and Cenk  G&#252;ndo&#287;an and Thomas C. Schmidt and Oliver  Hahm and Matthias  W&#228;hlisch,,,,The Need for a Name to MAC Address Mapping in NDN: Towards Quantifying the Resource Gain,36--42,,7,"ICN, NDN, internet of things, link layer, wireless",10.1145/3125719.3125737,,,,,,,2017,,Proceedings of the 4th ACM Conference on Information-Centric Networking,ICN '17,,978-1-4503-5122-5,"Berlin, Germany",ACM,"New York, NY, USA"
article,3152784,Tobias  Seitz and Heinrich  Hussmann,,,,PASDJO: Quantifying Password Strength Perceptions with an Online Game,117--125,,9,"authentication, game, passwords, psychology, usable security",10.1145/3152771.3152784,,,,,,,2017,,Proceedings of the 29th Australian Conference on Computer-Human Interaction,OZCHI '17,,978-1-4503-5379-3,"Brisbane, Queensland, Australia",ACM,"New York, NY, USA"
article,3148111,Manuel Ram&#237;rez L&#243;pez and Josef  Spillner,,,,Towards Quantifiable Boundaries for Elastic Horizontal Scaling of Microservices,35--40,,6,"microservices, optimization, replication, scalability",10.1145/3147234.3148111,,,,,,,2017,,Companion Proceedings of the10th International Conference on Utility and Cloud Computing,UCC '17 Companion,,978-1-4503-5195-9,"Austin, Texas, USA",ACM,"New York, NY, USA"
article,1458522,Bo  Shao and Tao  Li and Mitsunori  Ogihara,,,,Quantify Music Artist Similarity Based on Style and Mood,119--124,,6,"hierarchical co-clustering, music artist similarity, similarity quantification",10.1145/1458502.1458522,,,,,,,2008,,Proceedings of the 10th ACM Workshop on Web Information and Data Management,WIDM '08,,978-1-60558-260-3,"Napa Valley, California, USA",ACM,"New York, NY, USA"
article,3136811,Marjolein C.  Nanninga and Yanxia  Zhang and Nale  Lehmann-Willenbrock and Zolt&#225;n  Szl&#225;vik and Hayley  Hung,,,,Estimating Verbal Expressions of Task and Social Cohesion in Meetings by Quantifying Paralinguistic Mimicry,206--215,,10,"Cohesion, Group conversation analysis, Mimicry, Small group meetings, Social signal processing",10.1145/3136755.3136811,,,,,,,2017,,Proceedings of the 19th ACM International Conference on Multimodal Interaction,ICMI '17,,978-1-4503-5543-8,"Glasgow, UK",ACM,"New York, NY, USA"
article,2647954,Reinhard  Schneider and Dip  Goswami and Samarjit  Chakraborty and Unmesh  Bordoloi and Petru  Eles and Zebo  Peng,,,,Quantifying Notions of Extensibility in FlexRay Schedule Synthesis,32:1--32:37,32,37,"FlexRay, automotive, extensibility, schedule synthesis",10.1145/2647954,ACM Trans. Des. Autom. Electron. Syst.,Aug-14,19,4,,August,2014,1084-4309,,,,,,ACM,"New York, NY, USA"
article,2869107,Joshua  Guberman and Carol  Schmitz and Libby  Hemphill,,,,Quantifying Toxicity and Verbal Violence on Twitter,277--280,,4,"Twitter, mechanical turk, online harassment, scale development, verbal violence",10.1145/2818052.2869107,,,,,,,2016,,Proceedings of the 19th ACM Conference on Computer Supported Cooperative Work and Social Computing Companion,CSCW '16 Companion,,978-1-4503-3950-6,"San Francisco, California, USA",ACM,"New York, NY, USA"
article,1086852,George E. Collins,,,,Quantifier Elimination for Real Closed Fields by Cylindrical Algebraic Decomposition--preliminary Report,80--90,,11,,10.1145/1086837.1086852,SIGSAM Bull.,Aug-74,8,3,,August,1974,0163-5824,,,,,,ACM,"New York, NY, USA"
article,3125511,Chaofan  Li and Deepashree  Sengupta and Farhana Sharmin Snigdha and Wenbin  Xu and Jiang  Hu and Sachin S. Sapatnekar,,,,A Quantifiable Approach to Approximate Computing: Special Session,1:1--1:2,1,2,"analysis, approximate computing, error resilience, optimization",10.1145/3125501.3125511,,,,,,,2017,,"Proceedings of the 2017 International Conference on Compilers, Architectures and Synthesis for Embedded Systems Companion",CASES '17,,978-1-4503-5184-3,"Seoul, Republic of Korea",ACM,"New York, NY, USA"
article,3241984,Nada  Almasri and Luay  Tahat and Bogdan  Korel,,,,Automatically Quantifying the Impact of a Change in Systems (Journal-first Abstract),952--952,,1,"EFSM, Impact analysis, Maintenance, Model-based analysis",10.1145/3238147.3241984,,,,,,,2018,,Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering,ASE 2018,,978-1-4503-5937-5,"Montpellier, France",ACM,"New York, NY, USA"
article,3195997,Brandon  Reagen and Udit  Gupta and Lillian  Pentecost and Paul  Whatmough and Sae Kyu Lee and Niamh  Mulholland and David  Brooks and Gu-Yeon  Wei,,,,Ares: A Framework for Quantifying the Resilience of Deep Neural Networks,17:1--17:6,17,6,,10.1145/3195970.3195997,,,,,,,2018,,Proceedings of the 55th Annual Design Automation Conference,DAC '18,,978-1-4503-5700-5,"San Francisco, California",ACM,"New York, NY, USA"
article,1898957,Resit  Sendag and Ayse  Yilmazer and Joshua J. Yi and Augustus K. Uht,,,,Quantifying and Reducing the Effects of Wrong-path Memory References in Cache-coherent Multiprocessor Systems,21--21,,1,,,,,,,,,2006,,Proceedings of the 20th International Conference on Parallel and Distributed Processing,IPDPS'06,,1-4244-0054-6,"Rhodes Island, Greece",IEEE Computer Society,"Washington, DC, USA"
article,256952,"Victor E. Middleton and John  O'Keefe,IV",,,,The Integrated Unit Simulation System: Quantifying Individual and Small Unit Mission Effectiveness on the Battlefield of the Future,1043--1047,,5,,10.1145/256563.256952,,,,,,,1993,,Proceedings of the 25th Conference on Winter Simulation,WSC '93,,0-7803-1381-X,"Los Angeles, California, USA",ACM,"New York, NY, USA"
article,2740858,Tracy  Bergstrom and Donald  Brower and Natalie  Meyers,,,,Utilizing Digital Humanities Methods for Quantifying Howell's State Trials,441--442,,2,"concept classification, cosine-distance, digital humanities, latent Dirichlet allocation, legal history, sentiment analysis, text analysis, topic modeling, visualization techniques",,,,,,,,2014,,Proceedings of the 14th ACM/IEEE-CS Joint Conference on Digital Libraries,JCDL '14,,978-1-4799-5569-5,"London, United Kingdom",IEEE Press,"Piscataway, NJ, USA"
article,74574,G. E. Collins and J. R. Johnson,,,,Quantifier Elimination and the Sign Variation Method for Real Root Isolation,264--271,,8,,10.1145/74540.74574,,,,,,,1989,,Proceedings of the ACM-SIGSAM 1989 International Symposium on Symbolic and Algebraic Computation,ISSAC '89,,0-89791-325-6,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,3152902,Francesco  Malandrino and Carla Fabiana Chiasserini,,,,Quantifying and Minimizing the Impact of Disasters on Wireless Communications,26--30,,5,"device-to-device communications, disaster relief, real-world traces, wireless networks",10.1145/3152896.3152902,,,,,,,2017,,Proceedings of the First CoNEXT Workshop on ICT Tools for Emergency Networks and DisastEr Relief,I-TENDER '17,,978-1-4503-5424-0,"Incheon, Republic of Korea",ACM,"New York, NY, USA"
article,381495,Prakash  Krishnamurthy and Paolo A. G. Sivilotti,,,,The Specification and Testing of Quantified Progress Properties in Distributed Systems,201--210,,10,,,,,,,,,2001,,Proceedings of the 23rd International Conference on Software Engineering,ICSE '01,,0-7695-1050-7,"Toronto, Ontario, Canada",IEEE Computer Society,"Washington, DC, USA"
article,2068992,Chen  Cai and Yang  Wang and Glenn  Geers,,,,Quantifying the Exact Impact of State Estimation Error on Traffic Signal Control,39--44,,6,"computational transportation science (CTS), error impact, system state, traffic signal",10.1145/2068984.2068992,,,,,,,2011,,Proceedings of the 4th ACM SIGSPATIAL International Workshop on Computational Transportation Science,CTS '11,,978-1-4503-1034-5,"Chicago, Illinois",ACM,"New York, NY, USA"
article,2030475,Stefan J. Witwicki and Edmund H. Durfee,,,,Towards a Unifying Characterization for Quantifying Weak Coupling in dec-POMDPs,29--36,,8,"POMDPs, coordination, decentralized Markov decision processes, influence, locality of interaction, loose coupling, multiagent planning, policy abstraction, weak coupling",,,,,,,,2011,,The 10th International Conference on Autonomous Agents and Multiagent Systems - Volume 1,AAMAS '11,,"0-9826571-5-3, 978-0-9826571-5-7","Taipei, Taiwan",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,1533087,Han  Chen and Pasquale  Malacaria,,,,Quantifying Maximal Loss of Anonymity in Protocols,206--217,,12,"Lagrange multipliers, anonymity, quantitative analysis",10.1145/1533057.1533087,,,,,,,2009,,"Proceedings of the 4th International Symposium on Information, Computer, and Communications Security",ASIACCS '09,,978-1-60558-394-5,"Sydney, Australia",ACM,"New York, NY, USA"
article,3314888,Girish  Mururu and Ada  Gavrilovska and Santosh  Pande,,,,Quantifying and Reducing Execution Variance in STM via Model Driven Commit Optimization,109--121,,13,"Execution Variance, Quake3, Software-transactional memory",,,,,,,,2019,,Proceedings of the 2019 IEEE/ACM International Symposium on Code Generation and Optimization,CGO 2019,,978-1-7281-1436-1,"Washington, DC, USA",IEEE Press,"Piscataway, NJ, USA"
article,3269002,Shanthi  Vellingiri and Balakrishnan  Prabhakaran,,,,Quantifying Group Navigation Experience in Collaborative Augmented Virtuality Tours,3--8,,6,"collaborative tours, distributed system, multi-user interaction, navigation technique, position discrepancy, virtual reality",10.1145/3268998.3269002,,,,,,,2018,,Proceedings of the 3rd International Workshop on Multimedia Alternate Realities,AltMM'18,,978-1-4503-5979-5,"Seoul, Republic of Korea",ACM,"New York, NY, USA"
article,3025062,Jaewon  Cho and Junwoo  Yoo and Ju-young  Shin and Jun-dong  Cho and Andrea  Bianchi,,,,Quantifying Children's Engagement with Educational Tangible Blocks,389--395,,7,"collaboration, engagement, learning, tangible interaction",10.1145/3024969.3025062,,,,,,,2017,,"Proceedings of the Eleventh International Conference on Tangible, Embedded, and Embodied Interaction",TEI '17,,978-1-4503-4676-4,"Yokohama, Japan",ACM,"New York, NY, USA"
article,2915975,Lukas  Pradel,,,,Quantifying the Ramp-up Problem in Software Projects,9:1--9:4,9,4,"developer learning, industry study, ramp-up",10.1145/2915970.2915975,,,,,,,2016,,Proceedings of the 20th International Conference on Evaluation and Assessment in Software Engineering,EASE '16,,978-1-4503-3691-8,"Limerick, Ireland",ACM,"New York, NY, USA"
article,1329231,F.  Belardinelli and A.  Lomuscio,,,,A Quantified Epistemic Logic for Reasoning About Multiagent Systems,87:1--87:3,87,3,"completeness, epistemic logic, first-order logic",10.1145/1329125.1329231,,,,,,,2007,,Proceedings of the 6th International Joint Conference on Autonomous Agents and Multiagent Systems,AAMAS '07,,978-81-904262-7-5,"Honolulu, Hawaii",ACM,"New York, NY, USA"
article,2617588,Erin  Cherry and Celine  Latulipe,,,,Quantifying the Creativity Support of Digital Tools Through the Creativity Support Index,21:1--21:25,21,25,"Creativity support tools, evaluation, psychometrics, surveys",10.1145/2617588,ACM Trans. Comput.-Hum. Interact.,Aug-14,21,4,,June,2014,1073-0516,,,,,,ACM,"New York, NY, USA"
proceeding,1137677,,,,Conference Chair-Betty H. C. Cheng and Conference Chair-Rog&#233;rio  de Lemos and Conference Chair-Stephen  Fickas and Conference Chair-David  Garlan and Conference Chair-Jeff  Magee and Conference Chair-Hausi  M&#252;ller and Conference Chair-Richard  Taylor,,,,,,,,,,,,,2006,,Proceedings of the 2006 International Workshop on Self-adaptation and Self-managing Systems,,,1-59593-403-0,"Shanghai, China",ACM,"New York, NY, USA"
article,2344044,Dayong  Ye and Minjie  Zhang and Danny  Sutanto,,,,"Cloning, Resource Exchange and Relation Adaptation: A Self-organising Multi-agent Framework",1431--1432,,2,"adapation, learning, self-organisation",,,,,,,,2012,,Proceedings of the 11th International Conference on Autonomous Agents and Multiagent Systems - Volume 3,AAMAS '12,,"0-9817381-3-3, 978-0-9817381-3-0","Valencia, Spain",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,1645028,Jeongmin  Park and Hyunsang  Youn and Joonhoon  Lee and Eunseok  Lee,,,,Automatic Generation Techniques of a Resource Monitor Based on Deployment Diagram,189--192,,4,"autonomic computing, self-healing",10.1145/1644993.1645028,,,,,,,2009,,Proceedings of the 2009 International Conference on Hybrid Information Technology,ICHIT '09,,978-1-60558-662-5,"Daejeon, Korea",ACM,"New York, NY, USA"
article,1273658,Bohuslav  Krena and Zdenek  Letko and Rachel  Tzoref and Shmuel  Ur and Tom&#225;&#353;  Vojnar,,,,Healing Data Races On-the-fly,54--64,,11,"concurrency, self-healing, testing",10.1145/1273647.1273658,,,,,,,2007,,Proceedings of the 2007 ACM Workshop on Parallel and Distributed Systems: Testing and Debugging,PADTAD '07,,978-1-59593-748-3,"London, United Kingdom",ACM,"New York, NY, USA"
article,1185562,Clemente  Garcia,,,,Real Time Self-maintenable Data Warehouse,518--524,,7,"data warehouse, self-maintenable",10.1145/1185448.1185562,,,,,,,2006,,Proceedings of the 44th Annual Southeast Regional Conference,ACM-SE 44,,1-59593-315-8,"Melbourne, Florida",ACM,"New York, NY, USA"
article,2797457,Amir Molzam Sharifloo,,,,Models for Self-Adaptive Systems,24:1--24:5,24,5,"Models, Self-adaptive systems",10.1145/2797433.2797457,,,,,,,2015,,Proceedings of the 2015 European Conference on Software Architecture Workshops,ECSAW '15,,978-1-4503-3393-1,"Dubrovnik, Cavtat, Croatia",ACM,"New York, NY, USA"
article,3293452,Hilary  Davis and Jeni  Paay and Jesper  Kjeldskov and Mark&#233;ta  Dolej&#353;ov&#225;,,,,On and off the Table: Re-imagining Food and Wine Interactions,612--617,,6,"digital food cultures, food design, food sharing, human-food interaction, human-wine interaction, kitchenware, quantified diets, wine and experience design",10.1145/3292147.3293452,,,,,,,2018,,Proceedings of the 30th Australian Conference on Computer-Human Interaction,OzCHI '18,,978-1-4503-6188-0,"Melbourne, Australia",ACM,"New York, NY, USA"
article,2384321,S.  Hermon and J.  Nikodem and C.  Perlingieri,,,,"Deconstructing the VR - Data Transparency, Quantified Uncertainty and Reliability of 3D Models",123--129,,7,,10.2312/VAST/VAST06/123-129,,,,,,,2006,,"Proceedings of the 7th International Conference on Virtual Reality, Archaeology and Intelligent Cultural Heritage",VAST'06,,3-905673-42-8,"Nicosia, Cyprus",Eurographics Association,"Aire-la-Ville, Switzerland, Switzerland"
article,1394298,Jiajun  Zhu and Jonathan Z. Bakdash and David  Koller and Thomas  Banton and Dennis R. Proffitt and Greg  Humphreys,,,,Quantifying Usability in Secure Graphics: Assessing the User Costs of Protecting 3D Content,91--96,,6,"3D reconstruction, perception, secure graphics, usability",10.1145/1394281.1394298,,,,,,,2008,,Proceedings of the 5th Symposium on Applied Perception in Graphics and Visualization,APGV '08,,978-1-59593-981-4,"Los Angeles, California",ACM,"New York, NY, USA"
article,1188585,Jos&#233; Carlos Sancho and Kevin J. Barker and Darren J. Kerbyson and Kei  Davis,,,,Quantifying the Potential Benefit of Overlapping Communication and Computation in Large-scale Scientific Applications,,125,,"overlapping communication and computation, performance modeling, scientific applications",10.1145/1188455.1188585,,,,,,,2006,,Proceedings of the 2006 ACM/IEEE Conference on Supercomputing,SC '06,,0-7695-2700-0,"Tampa, Florida",ACM,"New York, NY, USA"
article,2722147,Rahul  Santhanam and Ryan  Williams,,,,Beating Exhaustive Search for Quantified Boolean Formulas and Connections to Circuit Complexity,231--241,,11,,,,,,,,,2015,,Proceedings of the Twenty-sixth Annual ACM-SIAM Symposium on Discrete Algorithms,SODA '15,,,"San Diego, California",Society for Industrial and Applied Mathematics,"Philadelphia, PA, USA"
article,1637855,David  Greve,,,,Automated Reasoning with Quantified Formulae,110--113,,4,"ACL2, instantiation, quantification, skolemization",10.1145/1637837.1637855,,,,,,,2009,,Proceedings of the Eighth International Workshop on the ACL2 Theorem Prover and Its Applications,ACL2 '09,,9781-60558-742-4,"Boston, Massachusetts, USA",ACM,"New York, NY, USA"
article,329484,Kathryn S. McKinley and Olivier  Temam,,,,Quantifying Loop Nest Locality Using SPEC'95 and the Perfect Benchmarks,288--336,,49,,10.1145/329466.329484,ACM Trans. Comput. Syst.,Nov. 1999,17,4,,November,1999,0734-2071,,,,,,ACM,"New York, NY, USA"
article,2343647,Richard  Booth and Martin  Caminada and Miko&#322;aj  Podlaszewski and Iyad  Rahwan,,,,Quantifying Disagreement in Argument-based Reasoning,493--500,,8,"aggregation, argumentation, belief revision, complete labellings, distance measures",,,,,,,,2012,,Proceedings of the 11th International Conference on Autonomous Agents and Multiagent Systems - Volume 1,AAMAS '12,,"0-9817381-1-7, 978-0-9817381-1-6","Valencia, Spain",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,1345298,Virginia  Escuder and Ra&#250;l  Dur&#225;n and Rafael  Rico,,,,Quantifying ILP by Means of Graph Theory,27:1--27:7,27,7,"graph theory, instruction level parallelism",,,,,,,,2007,,Proceedings of the 2Nd International Conference on Performance Evaluation Methodologies and Tools,ValueTools '07,,978-963-9799-00-4,"Nantes, France","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
article,2591517,Gervin  Thomas and Ahmed  Elhossini and Ben  Juurlink,,,,A Generic Implementation of a Quantified Predictor on FPGAs,255--260,,6,"RTL, VHDL, power consumption, predictor",10.1145/2591513.2591517,,,,,,,2014,,Proceedings of the 24th Edition of the Great Lakes Symposium on VLSI,GLSVLSI '14,,978-1-4503-2816-6,"Houston, Texas, USA",ACM,"New York, NY, USA"
article,3098517,Yuanfang  Cai and Rick  Kazman,,,,Detecting and Quantifying Architectural Debt: Theory and Practice,503--504,,2,,10.1109/ICSE-C.2017.165,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering Companion,ICSE-C '17,,978-1-5386-1589-8,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,2714577,Chris Y.T. Ma and David K.Y. Yau,,,,On Information-theoretic Measures for Quantifying Privacy Protection of Time-series Data,427--438,,12,"conditional entropy, correlated time-series, privacy measure, privacy protection",10.1145/2714576.2714577,,,,,,,2015,,"Proceedings of the 10th ACM Symposium on Information, Computer and Communications Security",ASIA CCS '15,,978-1-4503-3245-3,"Singapore, Republic of Singapore",ACM,"New York, NY, USA"
article,3167451,Faris  Hawamdeh,,,,Quantifying Walkability of Roads Using Digital Elevation Models: Student Research Abstract,884--885,,2,,10.1145/3167132.3167451,,,,,,,2018,,Proceedings of the 33rd Annual ACM Symposium on Applied Computing,SAC '18,,978-1-4503-5191-1,"Pau, France",ACM,"New York, NY, USA"
article,3106734,Matthew  Andrews and Milan  Bradonji&#263; and Iraj  Saniee,,,,Quantifying the Benefits of Infrastructure Sharing,11:1--11:6,11,6,,10.1145/3106723.3106734,,,,,,,2017,,"Proceedings of the 12th Workshop on the Economics of Networks, Systems and Computation",NetEcon '17,,978-1-4503-5089-1,"Cambridge, Massachusetts",ACM,"New York, NY, USA"
article,3087651,Christopher W. Brown,,,,Projection and Quantifier Elimination Using Non-uniform Cylindrical Algebraic Decomposition,53--60,,8,"cylindrical algebraic decomposition, polynomial inequalities, real constraint solving",10.1145/3087604.3087651,,,,,,,2017,,Proceedings of the 2017 ACM on International Symposium on Symbolic and Algebraic Computation,ISSAC '17,,978-1-4503-5064-8,"Kaiserslautern, Germany",ACM,"New York, NY, USA"
article,3009981,N.  Davis and C.  Hsiao and K. Y.  Singh and B.  Lin and B.  Magerko,,,,Quantifying Collaboration with a Co-Creative Drawing Agent,19:1--19:25,19,25,"Creativity, collaboration, creative agents, drawing, evaluation methods, interaction dynamics, qualitative coding",10.1145/3009981,ACM Trans. Interact. Intell. Syst.,Dec-17,7,4,,December,2017,2160-6455,,,,,,ACM,"New York, NY, USA"
article,1378268,Chandima D. Tilakaratne and Musa A. Mammadov and Sidney A. Morris,,,,Effectiveness of Using Quantified Intermarket Influence for Predicting Trading Signals of Stock Markets,171--179,,9,"forecasting, intermarket influence, neural networks, optimization, stock market",,,,,,,,2007,,Proceedings of the Sixth Australasian Conference on Data Mining and Analytics - Volume 70,AusDM '07,,978-1-920682-51-4,"Gold Coast, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
article,384037,Martin  Franz and J. Scott McCarley and Todd  Ward and Wei-Jing  Zhu,,,,Quantifying the Utility of Parallel Corpora,398--399,,2,,10.1145/383952.384037,,,,,,,2001,,Proceedings of the 24th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,SIGIR '01,,1-58113-331-6,"New Orleans, Louisiana, USA",ACM,"New York, NY, USA"
article,2743117,Nikhat  Parveen and Md. Rizwan Beg and M. H. Khan,,,,Model to Quantify Confidentiality at Requirement Phase,52:1--52:4,52,4,"Software security, confidentiality, requirement attributes, security quantification",10.1145/2743065.2743117,,,,,,,2015,,Proceedings of the 2015 International Conference on Advanced Research in Computer Science Engineering &#38; Technology (ICARCSET 2015),ICARCSET '15,,978-1-4503-3441-9,"Unnao, India",ACM,"New York, NY, USA"
article,2617477,John  Thangarajah and James  Harland and David N. Morley and Neil  Yorke-Smith,,,,Towards Quantifying the Completeness of BDI Goals,1369--1370,,2,"goal reasoning, partial completeness, resource summaries",,,,,,,,2014,,Proceedings of the 2014 International Conference on Autonomous Agents and Multi-agent Systems,AAMAS '14,,978-1-4503-2738-1,"Paris, France",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,977224,Espen J. Vestre,,,,An Algorithm for Generating Non-redundant Quantifier Scopings,251--256,,6,,10.3115/977180.977224,,,,,,,1991,,Proceedings of the Fifth Conference on European Chapter of the Association for Computational Linguistics,EACL '91,,,"Berlin, Germany",Association for Computational Linguistics,"Stroudsburg, PA, USA"
article,2876534,Thomas  Place,,,,Separating Regular Languages with Two Quantifiers Alternations,202--213,,12,,10.1109/LICS.2015.28,,,,,,,2015,,Proceedings of the 2015 30th Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),LICS '15,,978-1-4799-8875-4,,IEEE Computer Society,"Washington, DC, USA"
article,2908821,Margaret J. Eppstein and C. Brandon Ogbunugafor,,,,Quantifying Deception: A Case Study in the Evolution of Antimicrobial Resistance,101--108,,8,"computational evolution, deception, drug resistance, epistasis, fitness landscapes, malaria",10.1145/2908812.2908821,,,,,,,2016,,Proceedings of the Genetic and Evolutionary Computation Conference 2016,GECCO '16,,978-1-4503-4206-3,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,1970368,Yue  Yu and Shangping  Ren and Xiaobo Sharon  Hu,,,,A Metric for Quantifying Similarity Between Timing Constraint Sets in Real-Time Systems,34:1--34:33,34,33,"Timing constraints, constraint satisfaction, quality of service, real-time systems, scheduling, timing constraint feasibility region, timing constraint similarities",10.1145/1970353.1970368,ACM Trans. Des. Autom. Electron. Syst.,Jun-11,16,3,,June,2011,1084-4309,,,,,,ACM,"New York, NY, USA"
article,3192504,Takuya  Nishimura and Kyosuke  Nishida and Hiroyuki  Toda and Hiroshi  Sawada,,,,How Fashionable is Each Street?: Quantifying Road Characteristics Using Social Media,429--436,,8,,,,,,,,,2016,,Proceedings of the 2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM '16,,978-1-5090-2846-7,"Davis, California",IEEE Press,"Piscataway, NJ, USA"
article,2023594,Xiaoqian  Jiang and Samuel  Cheng and Lucila  Ohno-Machado,,,,Quantifying Fine-grained Privacy Risk and Representativeness in Medical Data,64--67,,4,"data representativeness, k-anonymization, kd-tree, optimization, privacy",10.1145/2023582.2023594,,,,,,,2011,,Proceedings of the 2011 Workshop on Data Mining for Medicine and Healthcare,DMMH '11,,978-1-4503-0843-4,"San Diego, California, USA",ACM,"New York, NY, USA"
article,774637,Lintao  Zhang and Sharad  Malik,,,,Conflict Driven Learning in a Quantified Boolean Satisfiability Solver,442--449,,8,,10.1145/774572.774637,,,,,,,2002,,Proceedings of the 2002 IEEE/ACM International Conference on Computer-aided Design,ICCAD '02,,0-7803-7607-2,"San Jose, California",ACM,"New York, NY, USA"
