type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1125672,Kazuhiro  Otsuka and Junji  Yamato and Yoshinao  Takemae and Hiroshi  Murase,,,,Quantifying Interpersonal Influence in Face-to-face Conversations Based on Visual Attention Patterns,1175--1180,,6,"Markov chain Monte Carlo, conversation, dynamic Bayesian network, eye gaze, influence, visual attention",10.1145/1125451.1125672,,,,,,,2006,,CHI '06 Extended Abstracts on Human Factors in Computing Systems,CHI EA '06,,1-59593-298-4,"Montr&#233;al, Qu&#233;bec, Canada",ACM,"New York, NY, USA"
article,2967881,Yang  Chen,,,,Quantifying Energy Provisioning's Impact on Wireless Networks,2:1--2:6,2,6,,10.1145/2967878.2967881,,,,,,,2016,,Proceedings of the 7th International Conference on Computing Communication and Networking Technologies,ICCCNT '16,,978-1-4503-4179-0,"Dallas, TX, USA",ACM,"New York, NY, USA"
article,1394672,Ajith  Sowndararajan and Rongrong  Wang and Doug A. Bowman,,,,Quantifying the Benefits of Immersion for Procedural Training,2:1--2:4,2,4,"immersion, memory, procedural training, virtual environments",10.1145/1394669.1394672,,,,,,,2008,,Proceedings of the 2008 Workshop on Immersive Projection Technologies/Emerging Display Technologiges,IPT/EDT '08,,978-1-60558-212-2,"Los Angeles, California",ACM,"New York, NY, USA"
article,2884851,Peter C. Rigby and Yue Cai Zhu and Samuel M. Donadelli and Audris  Mockus,,,,Quantifying and Mitigating Turnover-induced Knowledge Loss: Case Studies of Chrome and a Project at Avaya,1006--1016,,11,"knowledge distribution, mining software repositories, quantitative risk management, successors, truck factor, turnover",10.1145/2884781.2884851,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2987447,Shane  Alcock and Jean-Pierre  M&#246;ller and Richard  Nelson,,,,Sneaking Past the Firewall: Quantifying the Unexpected Traffic on Major TCP and UDP Ports,231--237,,7,"application protocols, firewalls, traffic classification",10.1145/2987443.2987447,,,,,,,2016,,Proceedings of the 2016 Internet Measurement Conference,IMC '16,,978-1-4503-4526-2,"Santa Monica, California, USA",ACM,"New York, NY, USA"
article,3134047,Alexander  Gamero-Garrido and Stefan  Savage and Kirill  Levchenko and Alex C. Snoeren,,,,Quantifying the Pressure of Legal Risks on Third-party Vulnerability Research,1501--1513,,13,"copyright, public policy, vulnerability",10.1145/3133956.3134047,,,,,,,2017,,Proceedings of the 2017 ACM SIGSAC Conference on Computer and Communications Security,CCS '17,,978-1-4503-4946-8,"Dallas, Texas, USA",ACM,"New York, NY, USA"
article,2804264,Mingming  Fan and Khai N. Truong,,,,SoQr: Sonically Quantifying the Content Level Inside Containers,3--14,,12,"active probing, container, content level measurement, impulse response",10.1145/2750858.2804264,,,,,,,2015,,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp '15,,978-1-4503-3574-4,"Osaka, Japan",ACM,"New York, NY, USA"
article,3025817,Aku  Visuri and Zhanna  Sarsenbayeva and Niels  van Berkel and Jorge  Goncalves and Reza  Rawassizadeh and Vassilis  Kostakos and Denzil  Ferreira,,,,Quantifying Sources and Types of Smartwatch Usage Sessions,3569--3581,,13,"applications, interactions, session, smartphones, smartwatches, usage",10.1145/3025453.3025817,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,3098264,Minzhao  Lyu and Dainel  Sherratt and Arunan  Sivanathan and Hassan Habibi Gharakheili and Adam  Radford and Vijay  Sivaraman,,,,Quantifying the Reflective DDoS Attack Capability of Household IoT Devices,46--51,,6,,10.1145/3098243.3098264,,,,,,,2017,,Proceedings of the 10th ACM Conference on Security and Privacy in Wireless and Mobile Networks,WiSec '17,,978-1-4503-5084-6,"Boston, Massachusetts",ACM,"New York, NY, USA"
article,582148,Stephen  Fickas and Robert J. Hall,,,,Self-healing Open Systems,99--101,,3,,10.1145/582128.582148,,,,,,,2002,,Proceedings of the First Workshop on Self-healing Systems,WOSS '02,,1-58113-609-9,"Charleston, South Carolina",ACM,"New York, NY, USA"
article,965452,Tristan  Jehan and Michael  Lew and Cati  Vaucelle,,,,"Cati Dance: Self-edited, Self-synchronized Music Video",1--1,,1,,10.1145/965400.965452,,,,,,,2003,,ACM SIGGRAPH 2003 Sketches &Amp; Applications,SIGGRAPH '03,,,"San Diego, California",ACM,"New York, NY, USA"
proceeding,2378023,,,,Program Chair-Levent  G&#252;rgen and Program Chair-Klaus  Moessner and Program Chair-Abdur Rahim Biswas and Program Chair-Fano  Ramparany,,,,,,,,,,,,,2012,,Proceedings of the 2012 International Workshop on Self-aware Internet of Things,,,978-1-4503-1753-5,"San Jose, California, USA",ACM,"New York, NY, USA"
article,827179,A. R. Gurijala and J. R. Deller,,,,A Quantified Fidelity Criterion for Parameter-embedded Watermarking of Audio Archives,237--239,,3,,,,,,,,,2003,,Proceedings of the 3rd ACM/IEEE-CS Joint Conference on Digital Libraries,JCDL '03,,0-7695-1939-3,"Houston, Texas",IEEE Computer Society,"Washington, DC, USA"
article,1026373,Craig  Linn,,,,A Metric Framework for Quantifying Semantic Reliability in Shared Ontology Environments,519--523,,5,,10.1109/WI.2004.6,,,,,,,2004,,Proceedings of the 2004 IEEE/WIC/ACM International Conference on Web Intelligence,WI '04,,0-7695-2100-2,,IEEE Computer Society,"Washington, DC, USA"
article,2648759,Brandon  Reagen and Yakun Sophia Shao and Gu-Yeon  Wei and David  Brooks,,,,Quantifying Acceleration: Power/Performance Trade-offs of Application Kernels in Hardware,395--400,,6,"accelerator, design space exploration, power performance trade-offs",,,,,,,,2013,,Proceedings of the 2013 International Symposium on Low Power Electronics and Design,ISLPED '13,,978-1-4799-1235-3,"Beijing, China",IEEE Press,"Piscataway, NJ, USA"
article,2639216,Gonzalo  Parra and Robin  De Croon and Joris  Klerkx and Erik  Duval,,,,Quantifying the Interaction Stages of a Public Display Campaign in the Wild,757--760,,4,"audience funnel, context, interaction stages, interactive public displays",10.1145/2639189.2639216,,,,,,,2014,,"Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational",NordiCHI '14,,978-1-4503-2542-4,"Helsinki, Finland",ACM,"New York, NY, USA"
article,320240,Saugata  Basu,,,,New Results on Quantifier Elimination over Real Closed Fields and Applications to Constraint Databases,537--555,,19,,10.1145/320211.320240,J. ACM,Jul-99,46,4,,July,1999,0004-5411,,,,,,ACM,"New York, NY, USA"
article,2680546,Augusto  Esteves and Saskia  Bakker and Alissa N. Antle and Aaron  May and Jillian  Warren and Ian  Oakley,,,,The ATB Framework: Quantifying and Classifying Epistemic Strategies in Tangible Problem-Solving Tasks,13--20,,8,"epistemic actions, tangible interaction, video-coding",10.1145/2677199.2680546,,,,,,,2015,,"Proceedings of the Ninth International Conference on Tangible, Embedded, and Embodied Interaction",TEI '15,,978-1-4503-3305-4,"Stanford, California, USA",ACM,"New York, NY, USA"
article,2078846,Roman  Schlegel and Apu  Kapadia and Adam J. Lee,,,,Eyeing Your Exposure: Quantifying and Controlling Information Sharing for Improved Privacy,14:1--14:14,14,14,"exposure feedback, location sharing, privacy",10.1145/2078827.2078846,,,,,,,2011,,Proceedings of the Seventh Symposium on Usable Privacy and Security,SOUPS '11,,978-1-4503-0911-0,"Pittsburgh, Pennsylvania",ACM,"New York, NY, USA"
article,3191680,Huashan  Chen and Jin-Hee  Cho and Shouhuai  Xu,,,,Quantifying the Security Effectiveness of Network Diversity: Poster,24:1--24:1,24,1,"network diversity, security metrics, security quantification",10.1145/3190619.3191680,,,,,,,2018,,Proceedings of the 5th Annual Symposium and Bootcamp on Hot Topics in the Science of Security,HoTSoS '18,,978-1-4503-6455-3,"Raleigh, North Carolina",ACM,"New York, NY, USA"
article,3172829,Yu  Huang and Fei  Chiang and Albert  Maier and Martin  Petitclerc and Yannick  Saillet and Damir  Spisic and Calisto  Zuzarte,,,,Quantifying Duplication to Improve Data Quality,272--278,,7,,,,,,,,,2017,,Proceedings of the 27th Annual International Conference on Computer Science and Software Engineering,CASCON '17,,,"Markham, Ontario, Canada",IBM Corp.,"Riverton, NJ, USA"
article,2992229,Xun  Gong and Negar  Kiyavash,,,,Quantifying the Information Leakage in Timing Side Channels in Deterministic Work-conserving Schedulers,1841--1852,,12,,10.1109/TNET.2015.2438860,IEEE/ACM Trans. Netw.,Jun-16,24,3,,June,2016,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
article,3097459,Zheng  Gao and Christian  Bird and Earl T. Barr,,,,To Type or Not to Type: Quantifying Detectable Bugs in JavaScript,758--769,,12,"JavaScript, flow, mining software repositories, static type systems, typescript",10.1109/ICSE.2017.75,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering,ICSE '17,,978-1-5386-3868-2,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,276749,Denis  Th&#233;rien and Thomas  Wilke,,,,"Over Words, Two Variables Are As Powerful As One Quantifier Alternation",234--240,,7,,10.1145/276698.276749,,,,,,,1998,,Proceedings of the Thirtieth Annual ACM Symposium on Theory of Computing,STOC '98,,0-89791-962-9,"Dallas, Texas, USA",ACM,"New York, NY, USA"
article,3139263,S&#233;bastien  Martinez and Damien  Hardy and Isabelle  Puaut,,,,Quantifying WCET Reduction of Parallel Applications by Introducing Slack Time to Limit Resource Contention,188--197,,10,"WCET, integer linear programming, real-time systems, scheduling, shared memory contention, slack time introduction",10.1145/3139258.3139263,,,,,,,2017,,Proceedings of the 25th International Conference on Real-Time Networks and Systems,RTNS '17,,978-1-4503-5286-4,"Grenoble, France",ACM,"New York, NY, USA"
article,2897816,Chris  Strasburg and Samik  Basu and Johnny  Wong,,,,A Cross-Domain Comparable Measurement Framework to Quantify Intrusion Detection Effectiveness,11:1--11:8,11,8,"Automation, Formal Security Models, Intrusion Detection Systems, Measurement",10.1145/2897795.2897816,,,,,,,2016,,Proceedings of the 11th Annual Cyber and Information Security Research Conference,CISRC '16,,978-1-4503-3752-6,"Oak Ridge, TN, USA",ACM,"New York, NY, USA"
article,2817846,Akira  Yoneoka and Yanan  Wang and Niwat  Thepvilojanapong and Itaru  Usami and Yoshito  Tobe,,,,Demo: KAIHUI: Towards Quantifying Activeness of Meeting Using Smartphones,445--446,,2,"activeness evaluation, domination, facilitation, mediation, meeting activeness, smartphone application",10.1145/2809695.2817846,,,,,,,2015,,Proceedings of the 13th ACM Conference on Embedded Networked Sensor Systems,SenSys '15,,978-1-4503-3631-4,"Seoul, South Korea",ACM,"New York, NY, USA"
article,1654700,Laura  Kallmeyer and Maribel  Romero,,,,Quantifier Scope in German: An MCTAG Analysis,73--80,,8,,,,,,,,,2006,,Proceedings of the Eighth International Workshop on Tree Adjoining Grammar and Related Formalisms,TAGRF '06,,1-932432-85-X,"Sydney, Australia",Association for Computational Linguistics,"Stroudsburg, PA, USA"
article,3188393,Candice A. Welhausen,,,,Quantifiable Me: Fitness and Health Trackers and the Trope of Holisticism,61--71,,11,"biomedicine, data visualizations, smart jewelry, smart-phone app, visual communication",10.1145/3188387.3188393,Commun. Des. Q. Rev,Dec-17,5,4,,February,2018,2166-1200,,,,,,ACM,"New York, NY, USA"
article,2983863,Yuki  Yano and Yukihiro  Tagami and Akira  Tajima,,,,Quantifying Query Ambiguity with Topic Distributions,1877--1880,,4,"query ambiguity, search intent, topic distribution",10.1145/2983323.2983863,,,,,,,2016,,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,CIKM '16,,978-1-4503-4073-1,"Indianapolis, Indiana, USA",ACM,"New York, NY, USA"
article,2899463,Brett A. Becker,,,,A New Metric to Quantify Repeated Compiler Errors for Novice Programmers,296--301,,6,"compiler errors, consecutive errors, cs1, debugging, eq, error messages, error quotient, errors, feedback, java, novice, programming, repeated errors, syntax errors",10.1145/2899415.2899463,,,,,,,2016,,Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '16,,978-1-4503-4231-5,"Arequipa, Peru",ACM,"New York, NY, USA"
article,3159480,Chris  Wilcox and Albert  Lionelle,,,,Quantifying the Benefits of Prior Programming Experience in an Introductory Computer Science Course,80--85,,6,"CS1, CS2, broadening participation, previous experience",10.1145/3159450.3159480,,,,,,,2018,,Proceedings of the 49th ACM Technical Symposium on Computer Science Education,SIGCSE '18,,978-1-4503-5103-4,"Baltimore, Maryland, USA",ACM,"New York, NY, USA"
article,1966969,Qihua  Wang and Hongxia  Jin,,,,Quantified Risk-adaptive Access Control for Patient Privacy Protection in Health Information Systems,406--410,,5,"access control, healthcare, privacy, risk",10.1145/1966913.1966969,,,,,,,2011,,"Proceedings of the 6th ACM Symposium on Information, Computer and Communications Security",ASIACCS '11,,978-1-4503-0564-8,"Hong Kong, China",ACM,"New York, NY, USA"
article,3321533,Andrew  McNeill and Miglena  Campbell and Lynne  Coventry,,,,The Quantified Older Adult As Design Requirements for Accessible Wellbeing Interventions,59--68,,10,"life-logging, older adults, well-being",10.1145/3316782.3321533,,,,,,,2019,,Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '19,,978-1-4503-6232-0,"Rhodes, Greece",ACM,"New York, NY, USA"
article,764219,Flip  Korn and Alexandros  Labrinidis and Yannis  Kotidis and Christos  Faloutsos,,,,Quantifiable Data Mining Using Ratio Rules,254--266,,13,"Data mining, Forecasting, Guessing error, Knowledge discovery",10.1007/s007780050007,The VLDB Journal,Feb-00,8,4-Mar,,February,2000,1066-8888,,,,,,"Springer-Verlag New York, Inc.","Secaucus, NJ, USA"
article,3106180,Ayaan M. Kazerouni and Stephen H. Edwards and Clifford A. Shaffer,,,,Quantifying Incremental Development Practices and Their Relationship to Procrastination,191--199,,9,"IDE, deveventtracker, eclipse, educational data mining, incremental development, metrics, plugin, software development process",10.1145/3105726.3106180,,,,,,,2017,,Proceedings of the 2017 ACM Conference on International Computing Education Research,ICER '17,,978-1-4503-4968-0,"Tacoma, Washington, USA",ACM,"New York, NY, USA"
article,2479489,Edward  Benson,,,,Quantifying and Reducing the Cost of Web Edits,2659--2664,,6,"html, web content editing, web design",10.1145/2468356.2479489,,,,,,,2013,,CHI '13 Extended Abstracts on Human Factors in Computing Systems,CHI EA '13,,978-1-4503-1952-2,"Paris, France",ACM,"New York, NY, USA"
article,2793129,Mike  Sheinin and Carl  Gutwin,,,,"Quantifying Individual Differences, Skill Development, and Fatigue Effects in Small-Scale Exertion Interfaces",57--66,,10,"exertion uis, individual differences., skill development",10.1145/2793107.2793129,,,,,,,2015,,Proceedings of the 2015 Annual Symposium on Computer-Human Interaction in Play,CHI PLAY '15,,978-1-4503-3466-2,"London, United Kingdom",ACM,"New York, NY, USA"
article,3309503,"David H. Smith,IV and Qiang  Hao and Filip  Jagodzinski and Yan  Liu and Vishal  Gupta",,,,Quantifying the Effects of Prior Knowledge in Entry-Level Programming Courses,30--36,,7,"CS1, assessment, performance prediction, prior knowledge",10.1145/3300115.3309503,,,,,,,2019,,Proceedings of the ACM Conference on Global Computing Education,CompEd '19,,978-1-4503-6259-7,"Chengdu,Sichuan, China",ACM,"New York, NY, USA"
article,2623720,Ting  Wang and Dashun  Wang and Fei  Wang,,,,Quantifying Herding Effects in Crowd Wisdom,1087--1096,,10,"crowd wisdom, herding effect, social influence",10.1145/2623330.2623720,,,,,,,2014,,Proceedings of the 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '14,,978-1-4503-2956-9,"New York, New York, USA",ACM,"New York, NY, USA"
article,3319420,Alexander  Matz and Holger  Fr&#246;ning,,,,Quantifying the NUMA Behavior of Partitioned GPGPU Applications,53--62,,10,"CUDA, LLVM, Memory Tracing, Multi-GPU, NUMA",10.1145/3300053.3319420,,,,,,,2019,,Proceedings of the 12th Workshop on General Purpose Processing Using GPUs,GPGPU '19,,978-1-4503-6255-9,"Providence, RI, USA",ACM,"New York, NY, USA"
article,3012729,Emanuel  von Zezschwitz and Malin  Eiband and Daniel  Buschek and Sascha  Oberhuber and Alexander  De Luca and Florian  Alt and Heinrich  Hussmann,,,,On Quantifying the Effective Password Space of Grid-based Unlock Gestures,201--212,,12,"metric, password space, security, similarity, unlock pattern, user selection",10.1145/3012709.3012729,,,,,,,2016,,Proceedings of the 15th International Conference on Mobile and Ubiquitous Multimedia,MUM '16,,978-1-4503-4860-7,"Rovaniemi, Finland",ACM,"New York, NY, USA"
